9	175	3.5
9	186	1.91
9	128	4.38
9	65	3.02
9	131	6.16
9	14	5.68
10	68	4.49
10	13	4.4
10	158	5.27
10	110	4.77
10	57	6.63
10	154	6.11
10	181	6.49
10	60	6.1
10	130	8.21
10	49	8.15
10	170	4.4
10	109	0.08
10	96	1.79
10	175	5.3
10	63	2.23
10	43	2.73
10	38	6.36
10	104	7.58
10	197	2.73
10	146	5.82
10	50	6.38
11	144	1.09
11	91	2.31
11	116	6.51
11	32	8.9
11	40	1.89
11	119	5.32
11	197	6.91
11	118	3.09
11	64	8.35
11	172	3.18
11	125	1.32
11	74	0.35
11	179	5.1
11	44	5.85
11	80	9.22
11	159	6.45
11	90	9.29
11	109	8.73
11	158	7.76
11	105	8.06
11	57	3.4
12	173	0.69
12	131	3.67
12	132	1.77
12	39	9.9
12	94	2.78
12	118	4.79
12	186	1.28
12	114	1.42
12	160	6.44
12	191	3.37
12	120	9.95
12	169	2.65
12	187	3.07
12	178	5.76
12	155	1.59
12	56	4.56
12	156	7.63
12	183	6.98
12	194	8.7
12	50	2.33
12	43	5.69
13	167	4.53
13	176	1.65
13	191	5.16
13	73	1.54
13	82	0.24
13	110	5.3
13	66	6.76
13	46	0.83
13	146	1.26
13	19	0.63
13	47	7.22
13	182	5.52
13	34	1.62
13	96	2.54
13	95	2.8
13	74	9.08
13	188	4.97
13	45	3.08
13	140	8.3
13	134	4.74
13	132	3.51
13	172	0.87
13	145	6.22
13	181	7.2
13	122	0.79
13	133	9.71
13	163	4.8
13	94	9.24
13	136	4.44
14	115	9.82
14	52	9.4
14	132	2.46
14	27	5.08
14	141	4.84
14	121	1.59
14	156	8.45
14	175	2.08
14	142	9.83
14	100	1.84
14	150	8.02
14	124	1.64
14	162	1.23
14	97	7.18
14	134	7.35
14	88	1.7
14	170	0.62
14	21	6.88
14	26	7.68
14	69	8.81
14	180	2.53
14	154	1.18
14	42	6.93
14	91	5.71
14	123	1.24
14	106	8.27
14	25	2.13
14	93	7.5
15	28	5.3
15	149	4.6
15	57	8.41
15	128	5.07
15	104	1.2
15	53	4.05
15	18	8.46
15	124	8.71
15	167	1.78
15	199	9.92
15	174	8.05
15	45	3.37
15	64	6.99
15	70	0.72
15	36	3.74
15	50	4.5
15	110	4.68
15	88	7.09
15	93	3.15
15	144	7.75
15	140	1.05
15	196	6.24
15	102	8.01
15	187	1.97
15	117	2.59
15	81	8.43
15	73	7.88
15	127	0.76
15	34	2.76
15	137	2.32
16	105	8.3
16	119	8.54
16	93	9.84
16	131	6.21
16	127	4.59
16	34	8.52
16	27	9.72
16	128	6.66
16	172	4.92
16	58	4.28
16	192	9.94
16	148	4.44
16	174	2.99
16	120	2.95
16	72	0.85
16	78	2.88
16	65	3.72
16	136	2.85
16	94	6.36
16	57	5.08
16	194	4.93
16	86	6.44
16	96	8.46
17	145	0.93
17	56	9.9
17	91	1.03
17	112	9.92
17	163	1.46
17	136	6.59
17	169	4.96
17	46	0.45
17	64	2.99
17	152	3.18
17	192	0.31
17	66	2.86
17	134	2.8
17	128	9.76
17	31	3.52
17	63	3.86
17	51	2.63
17	39	1.81
17	157	4.35
17	98	2.41
17	87	9.43
18	87	6.7
18	96	0.85
18	127	2.4
18	196	6.08
18	76	8.65
18	41	3.58
18	190	8.55
18	25	3.06
18	172	2.7
18	81	3.34
18	52	0.99
18	151	8.07
18	142	6.18
18	33	4.45
18	115	9.85
18	116	2.4
18	20	4.34
18	72	2.89
18	140	6.37
18	59	5.16
18	37	5.09
19	61	8.85
19	177	0.82
19	30	9.03
19	145	4.27
19	196	9.54
19	136	3.42
19	38	0.73
19	93	8.23
19	163	9.55
19	76	3.93
19	67	9.38
19	171	2.31
19	24	1.36
19	82	9.44
19	42	9.21
19	39	5.66
19	95	5.2
19	189	8.86
19	122	7.39
19	63	4.79
19	157	4.58
19	150	7.0
20	31	9.39
20	118	5.32
20	179	8.23
20	95	7.08
20	45	7.87
20	125	1.39
20	32	2.63
20	111	6.09
20	99	8.55
20	190	9.64
20	62	0.91
20	72	5.61
20	139	1.31
20	150	2.17
20	147	5.08
20	89	0.99
20	120	8.91
20	71	1.45
20	102	8.99
20	50	6.38
20	97	0.16
20	142	6.25
20	160	1.08
20	26	1.56
20	47	3.97
20	84	9.05
20	56	4.75
20	162	3.17
21	34	6.78
21	195	3.41
21	152	1.29
21	141	0.23
21	33	4.37
21	23	5.67
21	65	1.74
21	105	3.35
21	148	5.46
21	39	6.81
21	115	1.76
21	68	1.33
21	109	7.8
21	194	0.09
21	26	3.14
21	183	5.25
21	196	9.4
21	86	6.74
21	184	2.24
21	90	3.98
21	150	7.02
21	163	4.44
21	187	5.29
21	82	4.5
21	110	8.09
21	55	5.61
21	102	5.32
22	53	5.73
22	138	2.78
22	33	4.72
22	180	8.48
22	198	9.58
22	152	7.64
22	115	7.18
22	51	0.63
22	182	4.92
22	92	1.18
22	87	1.97
22	48	4.55
22	121	1.73
22	89	5.68
22	26	5.57
22	194	0.88
22	145	1.96
22	116	4.15
22	29	2.34
22	142	8.45
22	154	6.07
22	102	1.19
22	128	4.82
22	80	8.79
22	37	3.6
22	94	4.59
22	62	5.66
23	136	2.78
23	54	1.41
23	113	3.14
23	69	2.6
23	196	9.86
23	112	0.29
23	45	2.85
23	174	0.52
23	90	8.09
23	160	0.87
23	140	0.56
23	74	4.27
23	128	2.07
23	56	9.6
23	62	7.48
23	43	7.51
23	186	0.68
23	50	6.79
23	188	6.27
23	40	0.57
23	173	10.0
24	110	7.89
24	78	1.09
24	124	0.2
24	199	7.86
24	135	6.56
24	109	7.29
24	186	0.76
24	173	3.52
24	79	1.39
24	26	0.61
24	175	7.29
24	55	7.97
24	169	8.2
24	35	9.64
24	89	2.09
24	73	7.14
24	139	4.73
24	86	1.04
24	95	5.85
24	53	4.84
24	52	2.82
25	117	1.25
25	146	0.1
25	128	8.5
25	187	3.55
25	192	7.06
25	113	2.18
25	90	9.28
25	131	0.13
25	103	9.74
25	139	1.87
25	92	6.01
25	160	5.76
25	111	9.15
25	190	4.5
25	140	0.05
25	183	4.76
25	116	9.53
25	48	5.91
25	198	9.71
25	97	8.45
26	51	1.95
26	82	1.86
26	96	3.47
26	164	1.98
26	154	8.53
26	40	0.47
26	72	9.93
26	129	5.91
26	95	2.86
26	184	1.23
26	163	5.37
26	124	9.0
26	197	2.83
26	114	2.3
26	170	8.64
26	132	7.73
26	67	6.2
26	192	5.14
26	43	8.83
26	116	7.33
26	60	3.75
26	78	7.68
26	53	0.6
26	191	5.35
26	77	5.1
26	65	7.99
26	127	4.95
27	33	2.33
27	174	0.81
27	87	4.82
27	82	7.68
27	123	4.11
27	94	3.15
27	75	2.82
27	184	7.58
27	147	7.78
27	93	9.64
27	54	1.09
27	144	2.95
27	65	8.61
27	115	9.23
27	50	5.05
27	111	4.83
27	198	6.34
27	187	1.37
27	133	5.58
27	180	5.18
27	117	6.48
27	178	0.12
28	121	1.96
28	41	4.42
28	197	3.93
28	87	7.35
28	103	1.99
28	127	0.16
28	125	1.99
28	67	5.71
28	53	4.56
28	137	4.17
28	104	3.85
28	163	4.51
28	182	3.41
28	45	9.89
28	167	9.56
28	63	5.02
28	129	4.75
28	59	9.68
28	92	2.7
28	55	3.84
28	34	4.78
28	123	5.5
28	181	8.08
28	90	9.62
28	106	8.58
28	177	8.56
28	61	2.16
29	58	9.17
29	50	9.27
29	91	2.84
29	178	3.73
29	54	2.84
29	75	5.8
29	41	9.59
29	159	3.43
29	45	3.2
29	190	2.33
29	168	0.05
29	79	2.95
29	40	1.34
29	127	5.46
29	73	3.91
29	149	0.68
29	138	5.76
29	193	0.53
29	33	2.29
29	179	3.59
29	67	4.84
29	84	9.63
29	165	1.18
29	70	2.62
29	111	8.56
29	141	3.03
30	192	7.98
30	89	2.8
30	95	8.85
30	184	3.15
30	72	9.22
30	45	3.28
30	168	5.68
30	183	4.11
30	149	7.49
30	182	0.2
30	189	4.04
30	88	3.56
30	156	5.55
30	151	0.54
30	190	0.12
30	73	4.9
30	180	5.69
30	125	1.84
30	144	2.61
30	135	9.14
30	127	9.33
30	172	2.29
30	140	6.56
30	93	0.24
30	195	9.01
30	109	7.71
30	118	3.69
30	161	6.08
30	162	7.33
31	63	8.35
31	120	2.1
31	158	7.91
31	151	1.04
31	35	9.85
31	42	4.98
31	96	3.9
31	179	7.72
31	188	3.53
31	50	0.76
31	182	7.34
31	133	8.87
31	43	3.49
31	191	9.2
31	114	7.47
31	187	7.48
31	192	1.46
31	128	7.25
31	165	1.11
31	54	8.45
31	100	9.94
32	78	3.96
32	166	1.24
32	153	3.25
32	101	9.19
32	103	2.98
32	66	9.47
32	80	0.91
32	182	7.81
32	53	9.42
32	121	2.2
32	168	2.05
32	155	5.08
32	197	9.25
32	131	0.45
32	170	1.05
32	34	8.88
32	157	0.9
32	59	0.73
32	40	2.38
32	190	6.25
32	114	2.15
32	135	5.62
32	122	2.5
32	49	1.75
32	173	7.36
32	161	9.9
32	56	3.32
32	185	5.78
33	71	4.88
33	142	4.66
33	176	3.41
33	58	6.14
33	125	3.99
33	75	0.33
33	108	9.12
33	114	4.88
33	101	6.15
33	194	1.52
33	124	7.06
33	42	5.11
33	64	3.13
33	149	6.21
33	65	7.94
33	91	4.73
33	105	4.35
33	154	0.75
33	171	5.46
33	192	6.36
33	186	3.19
33	77	3.1
33	130	8.72
34	160	4.45
34	84	7.75
34	88	6.41
34	197	5.3
34	167	6.75
34	58	6.05
34	169	6.43
34	96	7.24
34	177	9.86
34	143	0.91
34	189	8.41
34	103	8.07
34	105	9.3
34	149	6.9
34	44	0.15
34	83	7.99
34	163	5.49
34	130	1.26
34	101	6.34
34	158	3.9
34	112	1.0
34	82	3.89
34	186	5.67
34	41	3.01
34	70	8.21
34	49	7.33
34	57	0.07
34	51	2.67
35	73	5.79
35	113	7.27
35	53	0.64
35	136	9.67
35	118	2.7
35	140	4.53
35	152	1.39
35	189	3.91
35	75	2.64
35	44	4.96
35	110	2.26
35	51	0.11
35	158	0.34
35	130	6.72
35	36	8.32
35	153	9.46
35	56	2.62
35	100	0.24
35	186	8.66
35	124	8.6
35	116	1.1
35	74	3.21
35	89	3.96
35	132	0.78
35	64	9.82
35	149	5.96
35	188	8.57
36	39	2.18
36	105	6.17
36	136	8.6
36	146	1.48
36	80	1.48
36	83	3.61
36	68	6.63
36	37	9.05
36	142	0.96
36	52	0.65
36	177	9.67
36	138	2.04
36	172	3.99
36	98	7.66
36	49	1.15
36	175	4.61
36	64	9.16
36	131	2.68
36	123	3.52
36	117	2.29
36	167	3.55
36	110	5.98
36	41	0.39
36	145	0.72
37	71	9.07
37	130	8.53
37	88	5.08
37	190	9.23
37	193	7.71
37	118	6.85
37	127	7.71
37	194	8.29
37	107	5.33
37	99	9.58
37	173	4.52
37	142	4.76
37	139	2.15
37	55	3.33
37	189	8.15
37	40	1.62
37	154	5.09
37	145	5.89
37	63	5.62
37	75	3.13
37	48	5.49
38	93	1.91
38	195	2.05
38	165	6.65
38	75	2.07
38	178	3.03
38	125	5.22
38	54	8.35
38	50	1.52
38	185	8.87
38	179	1.86
38	107	1.78
38	92	9.43
38	188	4.5
38	82	0.39
38	116	6.23
38	163	8.3
38	151	2.98
38	130	3.5
38	182	9.66
38	124	6.77
38	123	9.05
38	60	3.51
38	127	3.33
38	187	3.39
38	167	5.91
38	51	2.25
38	94	0.72
38	109	2.62
38	136	1.19
38	194	3.52
39	117	9.09
39	178	5.65
39	197	1.3
39	113	6.73
39	162	9.24
39	99	4.66
39	148	9.01
39	141	0.28
39	105	6.19
39	69	1.49
39	155	0.43
39	46	9.47
39	192	7.13
39	47	1.99
39	150	5.58
39	80	2.85
39	41	5.36
39	138	6.83
39	45	1.95
39	181	1.73
39	139	5.02
39	73	8.55
39	72	6.23
39	198	6.8
39	40	8.51
40	45	6.54
40	107	1.02
40	67	1.15
40	98	0.39
40	187	4.94
40	120	4.51
40	192	9.41
40	155	5.13
40	166	8.78
40	191	7.81
40	113	3.33
40	112	2.89
40	121	5.93
40	164	8.83
40	170	6.41
40	79	7.41
40	175	2.21
40	185	8.79
40	82	0.49
40	150	4.66
40	65	4.79
40	42	9.87
40	129	6.27
40	48	4.74
40	62	6.41
40	83	8.39
40	109	4.39
41	49	9.67
41	130	9.79
41	109	6.52
41	162	8.0
41	83	2.22
41	180	8.91
41	173	9.61
41	60	7.23
41	96	9.3
41	93	9.32
41	164	4.87
41	134	9.18
41	53	7.15
41	168	1.61
41	75	0.21
41	163	9.85
41	156	2.45
41	158	3.54
41	52	0.51
41	106	9.13
41	184	3.44
41	129	2.92
41	112	5.45
41	178	0.38
41	176	0.83
41	79	6.72
41	197	5.5
41	166	3.13
41	111	3.29
42	154	5.69
42	124	5.97
42	161	5.31
42	165	6.92
42	83	4.94
42	61	1.09
42	157	2.09
42	191	1.68
42	80	4.63
42	123	4.36
42	167	9.01
42	112	4.02
42	143	6.63
42	46	6.91
42	137	9.16
42	170	7.15
42	82	7.7
42	175	7.08
42	86	4.06
42	59	0.5
43	50	3.24
43	121	1.6
43	162	4.77
43	131	7.62
43	70	4.9
43	175	5.93
43	151	2.52
43	113	1.55
43	48	3.73
43	129	3.91
43	184	9.4
43	44	4.32
43	144	8.23
43	66	3.47
43	115	3.95
43	170	0.54
43	173	5.57
43	92	9.48
43	80	9.24
43	68	8.98
43	165	3.57
43	45	5.58
43	180	5.44
43	146	1.62
43	105	3.07
43	145	7.59
44	174	1.79
44	111	8.28
44	54	8.61
44	183	3.17
44	71	7.73
44	140	0.69
44	73	8.86
44	130	1.65
44	172	2.61
44	133	6.84
44	153	2.63
44	76	5.28
44	178	0.92
44	199	1.95
44	192	8.53
44	50	2.2
44	125	8.16
44	121	3.43
44	103	0.23
44	149	1.52
44	177	8.76
44	158	5.69
44	57	9.62
44	96	2.96
44	95	3.77
44	55	8.2
44	86	0.19
44	159	9.76
44	162	7.16
45	48	8.42
45	83	5.64
45	125	8.34
45	137	2.57
45	183	8.78
45	82	8.91
45	132	7.42
45	98	8.34
45	96	1.66
45	52	5.66
45	191	6.71
45	94	1.41
45	150	1.23
45	103	6.71
45	148	4.9
45	180	8.32
45	100	5.2
45	112	7.71
45	102	1.17
45	127	2.67
45	182	0.86
45	54	5.6
45	184	6.89
46	158	8.08
46	153	6.51
46	71	1.27
46	175	7.67
46	49	3.41
46	135	9.47
46	195	0.83
46	128	1.68
46	152	5.42
46	109	8.68
46	140	0.59
46	161	6.06
46	107	7.96
46	172	5.12
46	116	0.61
46	77	0.08
46	189	0.3
46	70	9.34
46	114	5.95
46	47	6.33
46	54	3.06
46	105	1.45
46	97	7.57
46	198	6.11
46	183	8.47
46	151	3.6
47	194	3.64
47	119	5.35
47	90	7.9
47	178	8.74
47	116	9.25
47	81	3.31
47	143	5.63
47	74	2.77
47	60	2.54
47	91	5.67
47	137	4.69
47	80	4.44
47	122	8.75
47	167	8.76
47	82	6.52
47	66	3.44
47	58	9.21
47	97	9.51
47	70	2.11
47	181	6.74
47	56	1.59
47	146	7.57
47	129	1.21
47	111	6.67
47	184	8.23
47	196	5.43
48	131	9.96
48	173	3.11
48	120	9.66
48	136	3.01
48	101	8.23
48	61	4.17
48	147	6.97
48	134	6.11
48	102	2.25
48	89	0.59
48	72	0.47
48	193	3.68
48	161	3.24
48	59	1.07
48	190	0.67
48	92	4.91
48	94	4.4
48	123	6.34
48	184	4.99
48	171	3.16
48	96	8.08
48	76	4.85
48	194	6.86
49	194	9.12
49	157	9.41
49	81	6.14
49	56	8.65
49	84	6.82
49	196	5.23
49	162	7.25
49	165	2.89
49	92	4.43
49	159	5.97
49	131	7.6
49	132	3.05
49	164	7.21
49	60	5.27
49	108	6.1
49	192	2.78
49	173	2.24
49	172	0.51
49	102	1.14
49	148	1.03
49	144	5.44
49	198	5.18
49	97	6.05
49	64	7.7
50	142	6.0
50	117	7.79
50	99	5.82
50	156	3.94
50	119	3.59
50	193	8.69
50	146	8.34
50	77	2.98
50	60	5.77
50	90	3.7
50	114	8.14
50	127	9.75
50	125	9.65
50	169	1.61
50	189	0.63
50	54	6.31
50	95	0.56
50	62	5.03
50	199	8.22
50	120	5.74
50	72	3.7
50	178	2.9
50	66	4.0
50	111	2.18
51	90	7.91
51	57	5.64
51	92	0.58
51	93	8.47
51	126	8.71
51	136	5.78
51	141	5.12
51	176	6.69
51	158	3.04
51	162	7.06
51	172	4.24
51	100	7.78
51	177	8.63
51	125	2.93
51	173	6.78
51	150	2.79
51	148	9.44
51	61	9.06
51	74	1.18
51	112	3.75
51	187	6.97
51	116	5.63
51	174	3.88
51	104	4.28
51	86	9.64
51	120	2.8
52	118	2.51
52	92	5.21
52	187	8.44
52	200	4.55
52	197	7.72
52	76	1.87
52	185	6.47
52	111	8.81
52	66	2.29
52	73	3.23
52	108	7.64
52	168	0.08
52	130	0.58
52	60	1.19
52	70	6.73
52	190	3.71
52	135	8.63
52	62	8.99
52	192	3.36
52	84	5.26
52	69	9.32
52	144	9.07
52	72	2.45
52	65	8.18
53	141	2.0
53	98	3.54
53	183	1.97
53	185	9.73
53	92	0.66
53	84	5.99
53	130	9.26
53	90	5.71
53	173	8.1
53	186	4.33
53	61	4.87
53	129	4.99
53	187	6.84
53	120	2.08
53	156	2.41
53	121	9.89
53	149	1.63
53	109	8.89
53	191	9.74
53	144	9.58
53	66	3.13
53	139	4.52
53	103	8.67
53	119	4.36
53	176	3.41
53	107	0.33
53	132	3.53
53	140	6.54
53	94	0.79
53	78	8.77
54	69	4.29
54	181	2.39
54	127	9.09
54	198	5.46
54	176	4.05
54	135	5.2
54	180	0.93
54	187	1.52
54	122	9.99
54	64	8.3
54	92	1.4
54	107	1.84
54	124	8.0
54	97	5.54
54	155	7.57
54	154	1.07
54	91	5.03
54	72	8.07
54	57	3.59
54	141	2.84
54	109	6.79
54	179	0.85
54	111	7.83
54	151	7.59
54	58	0.99
54	165	9.03
54	182	9.35
54	169	8.43
54	128	3.04
54	192	1.04
55	120	6.45
55	191	5.19
55	153	5.21
55	107	5.62
55	162	7.02
55	95	3.09
55	174	7.12
55	105	8.19
55	79	0.2
55	189	5.02
55	118	5.44
55	178	7.53
55	190	6.7
55	75	6.99
55	110	4.65
55	186	2.67
55	58	4.25
55	96	5.97
55	150	9.59
55	185	9.48
55	157	8.3
55	196	7.34
55	200	6.2
56	192	7.54
56	101	5.95
56	130	0.24
56	103	1.61
56	62	2.89
56	78	6.35
56	139	5.33
56	153	1.72
56	128	6.22
56	98	6.2
56	102	5.22
56	172	1.05
56	75	9.35
56	68	1.36
56	169	7.16
56	167	8.62
56	142	5.59
56	108	6.74
56	89	9.69
56	147	5.3
56	119	5.79
56	145	7.85
56	123	1.9
56	116	7.88
57	154	3.67
57	171	9.27
57	131	9.96
57	80	7.34
57	148	5.82
57	193	2.14
57	74	0.99
57	158	9.32
57	92	2.77
57	145	0.75
57	60	5.09
57	139	3.57
57	143	7.84
57	87	3.9
57	157	7.26
57	59	4.98
57	76	1.76
57	66	8.78
57	77	3.17
57	164	1.49
57	61	1.06
57	125	3.46
57	186	3.12
57	73	7.28
57	185	6.33
57	194	5.08
57	153	7.19
57	138	6.96
57	95	2.39
57	128	1.45
58	99	9.28
58	121	4.39
58	152	5.17
58	181	8.67
58	154	5.76
58	146	4.47
58	68	4.94
58	139	6.86
58	172	3.32
58	106	2.09
58	183	5.88
58	197	9.52
58	71	9.95
58	196	9.59
58	180	4.39
58	186	6.3
58	145	8.65
58	162	7.93
58	70	1.56
58	125	6.96
58	113	4.99
58	175	0.83
58	92	7.3
59	191	5.67
59	172	1.66
59	184	4.94
59	163	1.81
59	136	7.14
59	189	8.41
59	124	1.82
59	193	2.67
59	95	3.78
59	167	8.39
59	111	9.18
59	66	2.7
59	143	0.95
59	171	1.17
59	75	9.03
59	61	4.02
59	137	4.32
59	76	0.93
59	88	8.57
59	154	6.59
59	73	5.16
59	192	3.31
59	153	7.31
60	125	4.82
60	168	6.55
60	101	7.92
60	152	1.2
60	170	9.4
60	120	6.93
60	153	5.18
60	105	1.95
60	180	6.33
60	103	4.13
60	150	1.18
60	65	0.78
60	80	7.22
60	126	6.44
60	161	8.4
60	124	8.67
60	194	4.78
60	182	8.6
60	109	0.09
60	143	1.55
60	128	6.39
60	195	9.14
60	82	9.41
60	100	2.56
60	61	9.09
60	84	4.38
60	167	7.12
60	133	6.31
60	139	0.72
60	99	2.39
61	134	9.18
61	103	9.69
61	168	7.59
61	101	5.47
61	129	1.76
61	178	6.79
61	177	5.98
61	180	8.09
61	108	7.11
61	142	2.26
61	105	6.6
61	91	8.92
61	192	4.64
61	96	7.58
61	151	8.35
61	65	7.49
61	193	6.44
61	107	7.2
61	185	5.05
61	166	3.11
61	131	8.81
61	160	8.82
61	174	5.31
61	113	1.94
61	170	3.3
62	197	3.91
62	143	8.19
62	199	4.29
62	189	2.65
62	84	1.78
62	69	1.6
62	174	2.06
62	113	1.78
62	120	7.16
62	88	8.42
62	180	3.71
62	125	9.31
62	63	0.27
62	144	7.05
62	119	0.99
62	102	7.6
62	183	2.58
62	131	1.07
62	128	4.5
62	133	5.82
62	116	7.71
62	67	6.36
62	166	4.59
62	75	5.24
62	152	9.89
63	82	4.24
63	150	3.91
63	197	4.61
63	67	8.23
63	81	5.01
63	79	9.03
63	179	4.77
63	88	2.63
63	193	7.75
63	105	3.05
63	187	2.04
63	98	5.61
63	114	5.83
63	85	6.15
63	175	9.48
63	149	4.06
63	144	1.35
63	111	0.16
63	162	4.61
63	137	7.43
63	74	0.53
63	178	9.07
63	143	5.37
63	163	5.78
64	94	6.65
64	194	0.31
64	172	9.74
64	182	8.73
64	152	5.48
64	176	3.77
64	88	7.42
64	142	3.57
64	173	9.46
64	162	3.15
64	170	4.49
64	136	3.13
64	145	9.38
64	157	5.8
64	160	7.45
64	143	2.6
64	147	6.87
64	75	6.54
64	92	6.35
64	79	7.12
64	98	0.33
64	108	6.84
64	144	8.11
64	139	7.15
64	99	7.71
64	74	4.72
64	148	3.98
65	116	2.99
65	170	7.16
65	77	6.69
65	175	0.88
65	88	0.88
65	68	0.15
65	185	1.26
65	105	6.16
65	67	4.88
65	192	3.13
65	138	9.06
65	177	0.77
65	174	3.48
65	100	4.06
65	85	0.59
65	142	4.29
65	121	0.19
65	193	8.34
65	158	5.61
65	70	3.62
65	191	3.72
65	165	0.41
66	128	1.16
66	196	2.11
66	132	8.05
66	93	2.11
66	90	7.66
66	88	8.42
66	70	4.42
66	107	2.28
66	188	3.51
66	165	8.59
66	98	0.23
66	77	5.79
66	122	8.31
66	73	5.54
66	119	7.26
66	167	4.47
66	194	0.08
66	105	1.47
66	96	2.97
66	155	2.16
66	178	0.93
66	151	7.2
66	181	1.33
66	191	1.5
66	198	5.62
66	86	4.39
66	94	0.21
66	123	3.75
67	107	8.21
67	180	2.81
67	170	8.74
67	182	8.47
67	198	8.01
67	72	5.04
67	104	7.78
67	181	3.0
67	76	3.77
67	68	6.98
67	88	6.47
67	77	3.69
67	116	6.95
67	163	6.19
67	176	8.44
67	186	1.31
67	70	2.81
67	147	9.18
67	98	6.96
67	156	3.17
67	108	4.31
67	87	4.09
68	75	2.88
68	136	6.88
68	159	9.63
68	133	2.21
68	142	0.74
68	114	4.75
68	147	8.71
68	190	0.0
68	77	4.24
68	130	2.82
68	149	4.08
68	196	8.24
68	101	2.82
68	126	1.0
68	162	1.32
68	89	6.3
68	86	5.79
68	165	7.71
68	125	1.46
68	168	6.55
68	119	7.91
68	134	7.26
68	185	7.12
68	76	5.46
68	120	5.48
68	183	8.21
69	87	4.22
69	168	8.14
69	70	6.84
69	107	9.29
69	72	3.8
69	162	6.75
69	177	3.23
69	191	0.66
69	82	1.89
69	186	5.79
69	95	7.96
69	149	9.6
69	129	3.13
69	187	1.66
69	164	8.76
69	175	3.54
69	122	4.23
69	181	6.51
69	148	4.15
69	89	2.2
69	109	1.06
69	92	1.5
69	131	8.36
69	120	8.89
69	143	0.54
69	100	1.05
69	88	7.85
69	133	4.64
70	126	8.8
70	129	0.78
70	73	0.8
70	76	1.03
70	123	8.76
70	105	1.83
70	101	6.2
70	139	9.76
70	165	1.88
70	100	8.46
70	132	0.39
70	198	5.32
70	133	1.39
70	199	1.95
70	160	2.42
70	177	3.15
70	108	9.01
70	191	2.89
70	143	4.21
70	147	3.15
70	193	2.02
70	163	7.99
70	138	5.09
70	183	8.67
71	74	7.56
71	167	0.77
71	185	9.72
71	87	2.54
71	123	0.78
71	165	6.12
71	125	5.31
71	117	7.74
71	195	3.7
71	106	8.36
71	131	1.44
71	139	4.38
71	160	1.49
71	150	2.71
71	141	7.56
71	175	3.6
71	140	2.52
71	126	2.55
71	137	6.41
71	189	1.82
71	96	3.35
71	72	4.99
71	115	2.13
71	159	3.7
